Fecha Actual,Ratio Actual,Peticiones Total Mes Actual,Ratio Mes Anterior,Peticiones Total Mes Anterior,Ratio Mes Anteanterior,Peticiones Total Meses Anteanterior,Tendencia
2023-05-16 00:00:00,0.6666666666666666,3,0,0,0,0,TENDENCIA POSITIVA
